INCUMBENT,STATUS,ELECTIONCODE,ELECTIONDATE,STATEABBR,LEVEL,CHAMBER,DISTRICT,RACE,ETHNICITY,GENDER,PARTY,screen_name,name
,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,,Male,R,bradnamdar,Brad Namdar
,Withdrew From Race,P,2022-03-01,TX,FL,FH,32.0,US Representative,White/Caucasian,Female,R,gcollinstx,Genevieve D. Collins
Y,Running,P,2022-03-01,TX,FL,FH,32.0,US Representative,Black/African American,Male,D,colinallredtx,Colin Allred
,Running,P,2022-03-01,TX,FL,FH,33.0,US Representative,Hispanic/Latino,Male,D,accionamerica,Carlos Quintanilla
Y,Running,P,2022-03-01,TX,FL,FH,33.0,US Representative,Black/African American,Male,D,marcveasey,Marc Veasey
,Running,P,2022-03-01,TX,FL,FH,34.0,US Representative,,Male,R,gregorykunklejr,Gregory Scott Kunkle
,Running,P,2022-03-01,TX,FL,FH,34.0,US Representative,,Female,D,votebeatriztx34,Beatriz Sandoval Reynoso
,Running,P,2022-03-01,TX,FL,FH,34.0,US Representative,,Male,R,frankcongress,Francis Timothy McCaffrey
,Withdrew From Race,P,2022-03-01,TX,FL,FH,34.0,US Representative,Hispanic/Latino,Female,D,rochellemgarza,Rochelle Garza
,Running,P,2022-03-01,TX,FL,FH,34.0,US Representative,Hispanic/Latino,Female,R,mayraflores2022,Mayra N. Flores
,Withdrew From Race,P,2022-03-01,TX,FL,FH,34.0,US Representative,,Male,D,ryantrevinous,Ryan Trevino
,Running,P,2022-03-01,TX,FL,FH,34.0,US Representative,Hispanic/Latino,Male,D,votevicente,Vicente Gonzalez
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,,Male,R,alejaledezmatx,Alejandro Ledezma
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,White/Caucasian,Male,R,condict4congres,Bill Condict
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,,Female,D,carlajoysisco35,Carla-Joy Sisco
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,,Female,D,viagrancongress,Rebecca J. Viagran
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,,Male,D,gregcasar,Gregorio Casar
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,White/Caucasian,Male,R,asapalagitx35,Asa Palagi
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,,Female,R,jenaiforaustin,Jenai Aragona
,Running,P,2022-03-01,TX,FL,FH,35.0,US Representative,Hispanic/Latino,Male,D,eddiefortexas,Eddie Rodriguez
,Running,P,2022-03-01,TX,FL,FH,36.0,US Representative,,Male,D,jonhaire_36,Jon Haire
Y,Running,P,2022-03-01,TX,FL,FH,36.0,US Representative,White/Caucasian,Male,R,babin4congress,Brian Babin
,Running,P,2022-03-01,TX,FL,FH,4.0,US Representative,White/Caucasian,Male,R,dannewsman,Daniel M. Thomas
,Running,P,2022-03-01,TX,FL,FH,4.0,US Representative,Black/African American,Female,D,iroghamatx,Iroghama C. Omere
,Withdrew From Race,P,2022-03-01,TX,FL,FH,4.0,US Representative,White/Caucasian,Male,D,russellfostertx,Russell Foster
Y,Running,P,2022-03-01,TX,FL,FH,4.0,US Representative,White/Caucasian,Male,R,fallonfortexas,Pat Fallon
,Running,P,2022-03-01,TX,FL,FH,5.0,US Representative,Black/African American,Female,D,tartishahill,Tartisha A. Hill
,Running,P,2022-03-01,TX,FL,FH,5.0,US Representative,White/Caucasian,Female,D,kcbailey2022,Kathleen C. Bailey
,Withdrew From Race,P,2022-03-01,TX,FL,FH,5.0,US Representative,White/Caucasian,Male,D,gearingfortexas,Charles M. Gearing
Y,Running,P,2022-03-01,TX,FL,FH,5.0,US Representative,White/Caucasian,Male,R,lancegooden,Lance Gooden
,Running,P,2022-03-01,TX,FL,FH,6.0,US Representative,,Male,R,jamesbu74790136,James R. Buford
Y,Running,P,2022-03-01,TX,FL,FH,6.0,US Representative,White/Caucasian,Male,R,jakeellzey,Jake Ellzey
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,,Male,R,lance4tx,Lance Stewart
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,Black/African American,Male,R,ibensongitau,Benson Gitau
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,White/Caucasian,Female,R,tinacohen18,Tina Blum Cohen
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,,Male,R,timthearmymedic,Timothy Stroud
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,,Male,R,rudy_atencio,Rudy A. Atencio
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,Hispanic/Latino,Male,R,laiquerehman1,Laique Rehman
,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,White/Caucasian,Male,R,checkjohnny,Johnny M. Teague
Y,Running,P,2022-03-01,TX,FL,FH,7.0,US Representative,White/Caucasian,Female,D,lizzie4congress,Lizzie Pannill Fletcher
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,,Female,R,jwellingtontx,Jessica Wellington
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,collinsfortx,Christian S. Collins
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Female,R,candicecburrows,Candice C. Burrows
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,meetmikephilips,Mike Phillips
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,danmckaughantx,Daniel C. McKaughan
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,,Female,R,magabetsy,Betsy Bates
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,,Male,R,whichardiv,Taylor M. Whichard
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,jhullihantx,Jonathan K. Hullihan
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,,Male,R,jmitchellfortx,Jonathan A. Mitchell
,Withdrew From Race,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,jarchowcampaign,Ryan Jarchow
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Female,D,congresslaura,Laura Jones
,Running,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,mluttrelltx,Morgan J. Luttrell
Y,Withdrew From Race,P,2022-03-01,TX,FL,FH,8.0,US Representative,White/Caucasian,Male,R,bradyfortexas,Kevin Brady
,Withdrew From Race,P,2022-03-01,TX,FL,FH,9.0,US Representative,Black/African American,Female,R,melissamechell1,Melissa M. Wilson-Williams
Y,Running,P,2022-03-01,TX,FL,FH,9.0,US Representative,Black/African American,Male,D,repalgreentx,Al Green
Y,Running,P,2022-06-28,UT,FL,FH,1.0,US Representative,White/Caucasian,Male,R,electblakemoore,Blake Moore
,Running,P,2022-06-28,UT,FL,FH,2.0,US Representative,,Female,R,erinriderut,Erin Rider
,Running,P,2022-06-28,UT,FL,FH,2.0,US Representative,,Male,D,nick4utah,Nicholas Mitchell
Y,Running,P,2022-06-28,UT,FL,FH,2.0,US Representative,White/Caucasian,Male,R,stewartforutah,Chris Stewart
,Running,P,2022-06-28,UT,FL,FH,3.0,US Representative,,Male,R,jareddallin,Jared Dallin
Y,Running,P,2022-06-28,UT,FL,FH,3.0,US Representative,White/Caucasian,Male,R,curtisut,John Curtis
Y,Running,P,2022-06-28,UT,FL,FH,4.0,US Representative,Black/African American,Male,R,burgessowens,Burgess Owens
,Running,P,2022-06-28,UT,FL,FS,,US Senator,White/Caucasian,Male,D,austintsearle,Austin Searle
,Running,P,2022-06-28,UT,FL,FS,,US Senator,White/Caucasian,Male,D,allenbglines,Allen B. Glines
,Running,P,2022-06-28,UT,FL,FS,,US Senator,,Male,D,kaelweston,John Kael Weston
,Running,P,2022-06-28,UT,FL,FS,,US Senator,White/Caucasian,Female,R,allyisom,Allyson Isom
Y,Running,P,2022-06-28,UT,FL,FS,,US Senator,White/Caucasian,Male,R,mikeleeforutah,Mike Lee
,Running,P,2022-06-28,UT,FL,FS,,US Senator,White/Caucasian,Female,R,beckyforutah,Becky Edwards
,Running,P,2022-08-09,VT,FL,FH,1.0,US Representative,White/Caucasian,Female,D,beccabalintvt,Becca Balint
,Running,P,2022-08-09,VT,FL,FH,1.0,US Representative,Two or More Ethnicities,Female,D,kesharam,Kesha K. Ram Hinsdale
Y,Withdrew From Race,P,2022-08-09,VT,FL,FH,1.0,US Representative,White/Caucasian,Male,D,welchforvt,Peter Welch
,Running,P,2022-08-09,VT,FL,FS,,US Senator,,Male,R,justintuthill,Justin Tuthill
,Withdrew From Race,P,2022-06-21,VA,FL,FH,1.0,US Representative,White/Caucasian,Male,D,stewartnavarre,Stewart Navarre
Y,Running,P,2022-06-21,VA,FL,FH,1.0,US Representative,White/Caucasian,Male,R,reelectwittman,Rob Wittman
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Male,R,daveb4congress,David Beckwith
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Female,R,brooke4congress,Brooke Taylor
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Male,R,brandonmichon,Brandon Michon
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Male,R,hungcaocongress,Hung Cao
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Male,R,electcaleb,Caleb J. Max
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Female,R,jeaninelawsonva,Jeanine M. Lawson
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Female,R,moncarpiova,Monica Carpio
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,,Male,R,paullott,Paul K. Lott
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,claypercle,Clay Percle
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,jb4va,John Beatty
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Male,D,ayyas2022,Shadi Ayyas
Y,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Female,D,jenniferwexton,Jennifer Wexton
,Running,P,2022-06-21,VA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,reevesva,Bryce E. Reeves
,Running,P,2022-06-21,VA,FL,FH,11.0,US Representative,,Male,R,babbforcongress,Joseph Ray Babb
,Running,P,2022-06-21,VA,FL,FH,11.0,US Representative,White/Caucasian,Female,D,ally4congress,Ally Dalsimer
,Running,P,2022-06-21,VA,FL,FH,11.0,US Representative,,Female,R,manga4congress,Manga A. Anantatmula
Y,Running,P,2022-06-21,VA,FL,FH,11.0,US Representative,White/Caucasian,Male,D,electconnolly,Gerry Connolly
,Withdrew From Race,P,2022-06-21,VA,FL,FH,2.0,US Representative,,Male,D,neilsmithva,Neil Smith
,Running,P,2022-06-21,VA,FL,FH,2.0,US Representative,White/Caucasian,Male,R,tedengquist,Theodore Engquist
,Running,P,2022-06-21,VA,FL,FH,2.0,US Representative,Black/African American,Male,R,jaromebellva,Jarome Bell
,Running,P,2022-06-21,VA,FL,FH,2.0,US Representative,White/Caucasian,Male,R,andybaan,Andy Baan
,Running,P,2022-06-21,VA,FL,FH,2.0,US Representative,White/Caucasian,Female,R,jenkiggans,Jen A. Kiggans
Y,Running,P,2022-06-21,VA,FL,FH,2.0,US Representative,White/Caucasian,Female,D,elaineluriava,Elaine Luria
,Running,P,2022-06-21,VA,FL,FH,3.0,US Representative,,Male,D,electzeb,James L. Taylor
,Running,P,2022-06-21,VA,FL,FH,3.0,US Representative,,Male,D,luisr4congress,Luis Enrique Rivera
Y,Running,P,2022-06-21,VA,FL,FH,3.0,US Representative,Two or More Ethnicities,Male,D,bobbyscott4va3,Bobby Scott
,Running,P,2022-06-21,VA,FL,FH,4.0,US Representative,Black/African American,Male,R,leon4congress,Leon Benjamin
Y,Running,P,2022-06-21,VA,FL,FH,4.0,US Representative,Black/African American,Male,D,donald_mceachin,A. Donald McEachin
,Running,P,2022-06-21,VA,FL,FH,5.0,US Representative,White/Caucasian,Male,D,andyparkerva,Andy Parker
,Running,P,2022-06-21,VA,FL,FH,5.0,US Representative,White/Caucasian,Male,D,jthroneburg,Joshua Throneburg
,Running,P,2022-06-21,VA,FL,FH,5.0,US Representative,,Male,D,lewiscombs2022,Lewis Combs
,Running,P,2022-06-21,VA,FL,FH,5.0,US Representative,White/Caucasian,Female,R,kim4va,Kimberly Lowe
Y,Running,P,2022-06-21,VA,FL,FH,5.0,US Representative,White/Caucasian,Male,R,goodforcongress,Bob Good
,Running,P,2022-06-21,VA,FL,FH,6.0,US Representative,,Male,R,merritthale,Merritt Hale
,Running,P,2022-06-21,VA,FL,FH,6.0,US Representative,White/Caucasian,Female,D,jenniferforva,Jennifer L. Lewis
Y,Running,P,2022-06-21,VA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,cline4virginia,Ben Cline
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,,Male,R,monteforte2022,Michael A. Monteforte
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,,Male,R,derrickforva,Derrick Anderson
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,,Female,R,ginaciarcia,Gina Ciarcia
,Withdrew From Race,P,2022-06-21,VA,FL,FH,7.0,US Representative,White/Caucasian,Female,R,taylorkeeneyva,Taylor Keeney
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,,Male,R,johncastorani,John Castorani
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,,Male,R,garyforva,Gary Barve
Y,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,White/Caucasian,Female,D,spanbergerva07,Abigail Spanberger
,Running,P,2022-06-21,VA,FL,FH,7.0,US Representative,White/Caucasian,Male,R,johnmcguire4va,John J. McGuire
,Withdrew From Race,P,2022-06-21,VA,FL,FH,7.0,US Representative,White/Caucasian,Female,R,tinaramirezva,Tina M. Ramirez
,Running,P,2022-06-21,VA,FL,FH,8.0,US Representative,White/Caucasian,Female,D,vvirasingh,Victoria I. Virasingh
,Running,P,2022-06-21,VA,FL,FH,8.0,US Representative,Asian/Pacific American,Male,R,heerak4congress,Heerak C. Kim
Y,Running,P,2022-06-21,VA,FL,FH,8.0,US Representative,White/Caucasian,Male,D,donbeyerva,Don Beyer
Y,Running,P,2022-06-21,VA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,morgangriffith,Morgan Griffith
Y,Running,P,2022-08-02,WA,FL,FH,1.0,US Representative,White/Caucasian,Female,D,suzandelbene,Suzan DelBene
Y,Running,P,2022-08-02,WA,FL,FH,10.0,US Representative,Two or More Ethnicities,Female,D,stricklandforwa,Marilyn Strickland
,Running,P,2022-08-02,WA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,swank4america,Keith R. Swank
,Running,P,2022-08-02,WA,FL,FH,2.0,US Representative,White/Caucasian,Male,D,callforcongress,Jason Call
Y,Running,P,2022-08-02,WA,FL,FH,2.0,US Representative,White/Caucasian,Male,D,larsenrick,Rick Larsen
,Running,P,2022-08-02,WA,FL,FH,3.0,US Representative,,Male,D,chrismaynardw3,Christopher Maynard
,Running,P,2022-08-02,WA,FL,FH,3.0,US Representative,White/Caucasian,Female,R,hsjforcongress,Heidi St. John
,Withdrew From Race,P,2022-08-02,WA,FL,FH,3.0,US Representative,White/Caucasian,Female,D,lucylauser,Lucy E.J. Lauser
,Running,P,2022-08-02,WA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,joekent16jan19,Joseph Kent
,Running,P,2022-08-02,WA,FL,FH,3.0,US Representative,,Male,D,bhennrich,Brent W. Hennrich
,Withdrew From Race,P,2022-08-02,WA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,wadiforcongress,Wadi A. Yakhour
Y,Running,P,2022-08-02,WA,FL,FH,3.0,US Representative,White/Caucasian,Female,R,jaimeforusrep,Jaime Herrera Beutler
,Running,P,2022-08-02,WA,FL,FH,4.0,US Representative,White/Caucasian,Male,D,douglaswhite,Doug White
,Running,P,2022-08-02,WA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,sessler,Jerrod Sessler
,Running,P,2022-08-02,WA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,lorenculp,Loren Culp
,Running,P,2022-08-02,WA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,bradklippert,Brad Klippert
Y,Running,P,2022-08-02,WA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,newhouse4rep,Dan Newhouse
Y,Running,P,2022-08-02,WA,FL,FH,5.0,US Representative,White/Caucasian,Female,R,teamcmr,Cathy McMorris Rodgers
,Withdrew From Race,P,2022-08-02,WA,FL,FH,6.0,US Representative,,Male,R,aaron4_congress,Aaron Hansen
,Running,P,2022-08-02,WA,FL,FH,6.0,US Representative,White/Caucasian,Female,R,cleanupthehouse,Elizabeth Kreiselmaier
,Running,P,2022-08-02,WA,FL,FH,6.0,US Representative,White/Caucasian,Female,D,rebeccaforwa,Rebecca Parson
Y,Running,P,2022-08-02,WA,FL,FH,6.0,US Representative,White/Caucasian,Male,D,derekkilmer,Derek Kilmer
Y,Running,P,2022-08-02,WA,FL,FH,7.0,US Representative,Other,Female,D,pramilajayapal,Pramila Jayapal
,Running,P,2022-08-02,WA,FL,FH,8.0,US Representative,White/Caucasian,Male,R,mattlarkin4wa,Matt Larkin
,Running,P,2022-08-02,WA,FL,FH,8.0,US Representative,White/Caucasian,Male,R,jessejensenwa,Jesse Jensen
Y,Running,P,2022-08-02,WA,FL,FH,8.0,US Representative,White/Caucasian,Female,D,drkimschrier,Kim Schrier
,Withdrew From Race,P,2022-08-02,WA,FL,FH,9.0,US Representative,White/Caucasian,Female,D,krystalforwa,Krystal Marx
,Running,P,2022-08-02,WA,FL,FH,9.0,US Representative,,Female,D,electgallardo,Stephanie D. Gallardo
,Running,P,2022-08-02,WA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,dougbasler,Doug M. Basler
Y,Running,P,2022-08-02,WA,FL,FH,9.0,US Representative,White/Caucasian,Male,D,electadamsmith,Adam Smith
,Running,P,2022-08-02,WA,FL,FS,,US Senator,White/Caucasian,Female,R,smileyforwa,Tiffany Smiley
,Running,P,2022-08-02,WA,FL,FS,,US Senator,White/Caucasian,Male,D,nick4wa,Nicolaus Sleister
,Running,P,2022-08-02,WA,FL,FS,,US Senator,,Male,D,kirbyforsenate,Robert W. Kirby
Y,Running,P,2022-08-02,WA,FL,FS,,US Senator,White/Caucasian,Female,D,murraycampaign,Patty Murray
,Running,P,2022-05-10,WV,FL,FH,1.0,US Representative,Black/African American,Male,D,votelacy,Lacy Watson
,Running,P,2022-05-10,WV,FL,FH,1.0,US Representative,White/Caucasian,Female,R,carolmillerwv,Carol Miller
,Withdrew From Race,P,2022-05-10,WV,FL,FH,2.0,US Representative,,Male,R,michaelsiscowv,Michael R. Sisco
,Running,P,2022-05-10,WV,FL,FH,2.0,US Representative,,Female,R,buchsersusan,Susan Buchser-Lochocki
,Running,P,2022-05-10,WV,FL,FH,2.0,US Representative,White/Caucasian,Male,R,mckinleyforwv,David B. McKinley
Y,Running,P,2022-05-10,WV,FL,FH,2.0,US Representative,Hispanic/Latino,Male,R,mooneyforwv,Alex Mooney
,Running,P,2022-08-09,WI,FL,FH,1.0,US Representative,White/Caucasian,Female,D,annsroe,Ann Roe
Y,Running,P,2022-08-09,WI,FL,FH,1.0,US Representative,White/Caucasian,Male,R,bryansteil,Bryan Steil
,Running,P,2022-08-09,WI,FL,FH,2.0,US Representative,,Female,R,barrycongress,Charity Barry
Y,Running,P,2022-08-09,WI,FL,FH,2.0,US Representative,White/Caucasian,Male,D,markpocan,Mark Pocan
,Running,P,2022-08-09,WI,FL,FH,3.0,US Representative,White/Caucasian,Male,D,3rddem,Brett Knudson
,Running,P,2022-08-09,WI,FL,FH,3.0,US Representative,White/Caucasian,Male,R,derrickvanorden,Derrick F. Van Orden
,Running,P,2022-08-09,WI,FL,FH,3.0,US Representative,,Male,D,drmark_3rdcd_wi,Mark W. Neumann
Y,Withdrew From Race,P,2022-08-09,WI,FL,FH,3.0,US Representative,White/Caucasian,Male,D,kindforcongress,Ron Kind
Y,Running,P,2022-08-09,WI,FL,FH,4.0,US Representative,Black/African American,Female,D,gwen4congress,Gwen Moore
Y,Running,P,2022-08-09,WI,FL,FH,5.0,US Representative,White/Caucasian,Male,R,fitzgeraldforwi,Scott Fitzgerald
,Running,P,2022-08-09,WI,FL,FH,6.0,US Representative,White/Caucasian,Male,R,douglasforwi,Douglas Mullenix
,Running,P,2022-08-09,WI,FL,FH,6.0,US Representative,White/Caucasian,Female,D,aiwashburn,Amy I. Washburn
Y,Running,P,2022-08-09,WI,FL,FH,6.0,US Representative,White/Caucasian,Male,R,grothmanforwi,Glenn Grothman
Y,Running,P,2022-08-09,WI,FL,FH,7.0,US Representative,White/Caucasian,Male,R,tomtiffanywi,Tom Tiffany
Y,Running,P,2022-08-09,WI,FL,FH,8.0,US Representative,White/Caucasian,Male,R,mikeforwi,Mike Gallagher
,Running,P,2022-08-09,WI,FL,FS,,US Senator,,Male,R,benedetto4wi,Adam Silk Benedetto
,Running,P,2022-08-09,WI,FL,FS,,US Senator,Black/African American,Female,D,chantialewis1,Chantia Lewis
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,D,peckarskyforwi,Peter Peckarsky
,Running,P,2022-08-09,WI,FL,FS,,US Senator,,Male,D,stevenolikara,Steven Olikara
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,D,battino4senate,Gillian Chapin Battino
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,D,murphyforwi,Adam C. Murphy
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Female,D,sarahforwi,Sarah Godlewski
,Running,P,2022-08-09,WI,FL,FS,,US Senator,Black/African American,Male,D,theothermandela,Mandela Barnes
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,D,alexlasrywi,Alex Lasry
Y,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,R,ronjohnsonwi,Ron Johnson
,Running,P,2022-08-09,WI,FL,FS,,US Senator,White/Caucasian,Male,D,nelsonforwi,Tom Nelson
,Running,P,2022-08-16,WY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,knapp_wy,Denton Knapp
,Running,P,2022-08-16,WY,FL,FH,1.0,US Representative,,Female,R,belinskey_robyn,Robyn M. Belinskey
,Running,P,2022-08-16,WY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,chuckforwyoming,Charles Gray
,Withdrew From Race,P,2022-08-16,WY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,smithforwyoming,Darin D. Smith
Y,Running,P,2022-08-16,WY,FL,FH,1.0,US Representative,White/Caucasian,Female,R,liz_cheney,Liz Cheney
,Running,P,2022-08-16,WY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,anthonybouchard,Anthony Bouchard
,Running,P,2022-05-17,PA,FL,,,US Senator,White/Caucasian,Male,R,davemccormickpa,David McCormick
,Running,P,2022-05-17,PA,FL,,,US Senator,White/Caucasian,Male,R,georgebochetto,George Bochetto
